"Accijnsbasis Bier kleine brouwerij (≤ 200.000 hectoliter per jaar) hlAlc";"Accijnsbasis Bier ≤3,4% kleine brouwerij (≤ 200.000 hectoliter per jaar) hl";"Accijnsbasis Limonade hl"
;;
Lagedijk;000419;"Hoop - Gem Zaanstad Gortzak doos 12fles/0,33l";"Bier in fles, Zaanstad";16;Stuks;226.24;0;47.52;0.06336
Lagedijk;000421;"Hoop - Gem Zaanstad Koekvreter doos 12fles/0,33l";"Bier in fles, Zaanstad";88;Stuks;1225.84;0;249.04;0.331056
Lagedijk;000472;"Hoop - Hema Pepernotenbier doos 6fles/0,75l";"Bier in fles, Limited";48;Stuks;740.16;0;113.76;0.1512
Lagedijk;000473;"Hoop - Hema Pepernotenbier dolium 20L";"Bier in RVS fust, Limited";5;Stuks;265;0;52.55;0.07
Lagedijk;000477;"Hoop Tsar Pjotr Tripel IPA doos 24fles/0,33l";"Bier in fles, Kern";61;Stuks;1871.48;0;330.01;0.439627
Lagedijk;000478;"Hoop Tsar Pjotrtje Tripel IPA rvs 20L";"Bier in RVS fust, Kern";49;Stuks;2827.28;2450;669.83;0.8918
Lagedijk;000480;"Hoop Kaper Tropical IPA doos 12fles/0,33l";"Bier in fles, Kern";379;Stuks;4764.03;0;507.86;0.675378
Lagedijk;000484;"Hoop Wit Woudtje doos 12fles/0,33l";"Bier in fles, Kern";262;Stuks;3157.1;0;497.8;0.663908
Lagedijk;000488;"Hoop Hula Hula doos 24blik/0,33l";"Bier in blik, Kern";310;Stuks;9765;1116;641.7;0.24552
Lagedijk;000492;"Hoop Labo 44 doos 12fles/0,33l";"Bier in fles, Limited";151;Stuks;1774.25;0;215.93;0.287051
Lagedijk;000496;"Hoop Huisbier rvs 20L";"Bier in RVS fust";64;Stuks;2688;3200;557.44;0.7424
Lagedijk;000500;"Blaes Gold dolium 20L";"Bier in dolium (one-way keg)";8;Stuks;144;0;57.68;0.0768
Lagedijk;000502;"Blaes Gold doos 24fles/0,33l";"Bier in fles";24;Stuks;743.04;0;68.64;0.091248
Lagedijk;000504;"Hoop Berry Blast doos 12fles/0,33l";"Bier in fles, Kern";173;Stuks;3518.82;0;328.7;0.438382
Lagedijk;000505;"Hoop Berry Blast 20L rental";"Bier in RVS fust, Kern";5;Stuks;341.05;250;48.05;0.064
"Huize Horeca";000508;"Hesp Weesperzijde Wit KU 20L";"Bier in KU fust";101;Stuks;4807.6;3030;728.21;0.9696
"Huize Horeca";000510;"Hesp Blond KU 20L";"Bier in KU fust";96;Stuks;4608;2880;836.16;1.1136
Lagedijk;000512;"Hoop Bier beker 0,25cl";Glazen;7950;Stuks;3498;0;0
Lagedijk;000513;"Hoop Bier beker 0,50cl";Glazen;9572;Stuks;5838.92;0;0
Lagedijk;000514;"Hoop Bleke Nelis KU 20L";"Kern, Bier in KU fust";95;Stuks;4199;2850;699.2;0.931
Lagedijk;000515;"Hoop Seasonal Awesome Autumn Bock KU 20L";"Seasonal, Bier in KU fust";42;Stuks;2213.4;1260;435.12;0.5796
Lagedijk;000516;"Hoop Wit Woudtje doos 24fles/0,33l no-label";"Bier in fles, Kern";3;Stuks;72;0;11.43;0.015207
Lagedijk;000518;"Hoop Anker KU 20L";"Kern, Bier in KU fust";75;Stuks;3135.75;2250;392.25;0.15
Lagedijk;000523;"Flesopener Bleke Nelis";Merchandise;93;Stuks;348.75;0;0
Lagedijk;000524;"Hoop Seasonal Awesome Autumn Bock rvs 50L";"Bier in RVS fust, Seasonal";2;Stuks;198.4;180;51.82;0.069
Lagedijk;000525;"Hoop Wit Woudtje KU 20L";"Kern, Bier in KU fust";17;Stuks;790.33;510;163.37;0.2176
Lagedijk;000526;"You Deserve doos 12fles/0,33l";"Bier in fles, Limited";108;Stuks;1269;0;154.44;0.205308
Lagedijk;000527;"Hembrew AIPA Beta dolium 20L";"Bier in RVS fust, Limited";14;Stuks;735;0;140.84;0.1876
Lagedijk;000528;"Hoop Seasonal Winter Warming Dunkel Weizen special edition Kastanje doos 24 fles/0,33l";"Bier in fles, Limited";24;Stuks;770.4;0;99.84;0.133056
Lagedijk;000530;"Hoop Bleke Nelis doos 24blikken / 0,33l";"Bier in blik, Kern";34;Stuks;1141.04;122.4;98.94;0.131954
Lagedijk;000531;"Hoop Labo 44 doos 12fles/0,33l ongelabeld";"Bier in fles, Limited";282;Stuks;3313.5;0;403.26;0.536082
Lagedijk;000534;"Hoop Kaper Tropical  IPA KU 20L";"Kern, Bier in KU fust";104;Stuks;5036.2;3120;703.04;0.936
Lagedijk;000536;"Geha geschenkverpakking leeg";Verpakkingen;70;Stuks;81.9;0;0
Lagedijk;000539;"Hoop Maple Barrel Aged rvs 20L";"Bier in RVS fust";3;Stuks;211.26;150;45.06;0.06
Lagedijk;000540;"Hoop Maple Barrel Aged doos 12fles/0,33l";"Bier in fles, Limited";82;Stuks;1476;0;243.54;0.32472
Lagedijk;000546;"Hoop Lager doos 24blik/0,33l";"Bier in blik, Kern";193;Stuks;5919.31;694.8;573.21;0.76428
Lagedijk;000548;"Hoop Kaper Tropical doos 24blik/0,33l";"Bier in blik, Kern";178;Stuks;5633.7;640.8;477.04;0.634392
Lagedijk;000551;"Hoop Tsar Pjotr Tripel IPA doos 12fles/0,33l";"Bier in fles, Kern";112;Stuks;1616.16;0;303.52;0.403648
Lagedijk;000562;"Hoop de Waakzaamheid";Verpakkingen;1100;Stuks;1969;0;0
