Factuurnummer,Factuurdatum,Identificatienummer,Naam,Commerciële naam,Bedrijfscategorieën,Vertegenwoordiger,Land,Stad,Prijsklasse,Artikelnummer,Naam product,Productcategorieën,Aantal,Grondstof,Liter
202200739,26/09/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,4,Hoop Bleke Nelis,7.92
202200739,26/09/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98
202200739,26/09/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202200742,29/09/2022,9053,Stichting Bind,Stichting Bind,"Horeca, Zaanstreek",,Nederland,ZAANDAM,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",5,Hoop Bleke Nelis,19.8
202200744,29/09/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202200746,29/09/2022,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,149,Hoop US Lager rvs 50L,"Bier in RVS fust, Kern",9,Hoop US Lager,450.0
202200746,29/09/2022,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",10,Hoop Kaper Tropical - Summer Session IPA,200.0
202200748,29/09/2022,512,Casper Speekhoudt,Casper Speekhoudt,Webshop,,Nederland,Hoorn,Korting 15%,148,Hoop US Lager rvs 20L,"Bier in RVS fust, Kern",4,Hoop US Lager,80.0
202200749,29/09/2022,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202200750,29/09/2022,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,148,Hoop US Lager rvs 20L,"Bier in RVS fust, Kern",3,Hoop US Lager,60.0
202200750,29/09/2022,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",2,Hoop Bleke Nelis,40.0
202200750,29/09/2022,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,40.0
202200753,30/09/2022,482,MAATSCHAP MELKVEEHOUDERIJ KRAMER-DIJKMAN,Kramer Koe & Kaas,Zaanstreek,Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98
202200755,30/09/2022,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202200755,30/09/2022,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202200755,30/09/2022,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96
202200756,30/09/2022,21,Slijterij Saendyck,Slijterij Saendyck,"Retail, Slijterij, Zaanstreek",,Nederland,ZAANDIJK,Korting 12%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96
202200759,30/09/2022,188,V.O.F. Gall & Gall Rassam,V.O.F. Gall & Gall Rassam,Slijterij,,Nederland,AMSTERDAM,Gall & Gall franchise,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98
202200760,30/09/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202200761,30/09/2022,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",6,Hoop Bleke Nelis,23.76
202200761,30/09/2022,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202200761,30/09/2022,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98
202200762,30/09/2022,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,148,Hoop US Lager rvs 20L,"Bier in RVS fust, Kern",3,Hoop US Lager,60.0
202200762,30/09/2022,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",4,Hoop Bleke Nelis,80.0
202200762,30/09/2022,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",1,Hoop Kaper Tropical - Summer Session IPA,20.0
202200763,30/09/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6
202200763,30/09/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,4,Hoop Bleke Nelis,7.92
202200763,30/09/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,4,Hoop Kaper Tropical - Summer Session IPA,7.92
202200764,30/09/2022,513,Gall & Gall Warmenhuizen,Gall & Gall Warmenhuizen,Slijterij,,Nederland,Warmenhuizen,Gall & Gall franchise,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,3,Hoop Bleke Nelis,5.94
202200765,30/09/2022,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,148,Hoop US Lager rvs 20L,"Bier in RVS fust, Kern",5,Hoop US Lager,100.0
202200768,03/10/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202200768,03/10/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,5,Hoop Kaper Tropical - Summer Session IPA,9.9
202200768,03/10/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6
202200769,28/09/2022,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",3,Hoop Bleke Nelis,11.88
202200769,28/09/2022,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202200772,26/09/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,-4,Hoop Bleke Nelis,-7.92
202200772,26/09/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,-1,Hoop Kaper Tropical - Summer Session IPA,-1.98
202200772,26/09/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,-2,Hoop Bleke Nelis,-3.3
202200773,03/10/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,-2,Hoop Bleke Nelis,-3.96
202200773,03/10/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,-5,Hoop Kaper Tropical - Summer Session IPA,-9.9
202200773,03/10/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,-4,Hoop Bleke Nelis,-6.6
202200774,26/09/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,4,Hoop Bleke Nelis,7.92
202200774,26/09/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98
202200774,26/09/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202200775,03/10/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202200775,03/10/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,5,Hoop Kaper Tropical - Summer Session IPA,9.9
202200775,03/10/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6
202200776,10/10/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202200776,10/10/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65
202200777,08/10/2022,703,Brothers in Beer,Brothers in Beer,Webshop,,Nederland,SCHAGEN,Standaard prijs,119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",1,Hoop Bleke Nelis,20.0
202200779,06/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202200780,06/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98
202200781,07/10/2022,271,Restaurant De Kraai B.V.,Restaurant De Kraai B.V.,"Restaurant, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202200782,07/10/2022,601,Rosey´s,Rosey´s,"Horeca, Zaanstreek",,Nederland,ZAANDAM,Korting 12%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202200783,07/10/2022,9045,Boutique Hotel Zaan & Boutique Hotel,Boutique Hotel Zaan & Boutique Hotel,"Horeca, hotel, Zaanstreek",,Nederland,ZAANDIJK,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84
202200784,07/10/2022,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96
202200787,10/10/2022,282,Beer & Selected Beverages eesv (BSB),Beer & Selected Beverages eesv (BSB),Distributeurs,Dennis de Leeuw,Nederland,Etten-Leur,BSB,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",95,Hoop Kaper Tropical - Summer Session IPA,376.2
202200788,07/10/2022,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,149,Hoop US Lager rvs 50L,"Bier in RVS fust, Kern",20,Hoop US Lager,1000.0
202200788,07/10/2022,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,148,Hoop US Lager rvs 20L,"Bier in RVS fust, Kern",31,Hoop US Lager,620.0
202200788,07/10/2022,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",45,Hoop Bleke Nelis,900.0
202200789,23/09/2022,151,Multi Bier BV,Multi Bier BV,Distributeurs,Dennis de Leeuw,Nederland,Helmond,Multibier,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",-36,Hoop Bleke Nelis,-142.56
202200790,23/09/2022,151,Multi Bier BV,Multi Bier BV,Distributeurs,Dennis de Leeuw,Nederland,Helmond,Multibier,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",36,Hoop Bleke Nelis,142.56
202200791,17/10/2022,282,Beer & Selected Beverages eesv (BSB),Beer & Selected Beverages eesv (BSB),Distributeurs,Dennis de Leeuw,Nederland,Etten-Leur,BSB,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",18,Hoop Bleke Nelis,71.28
202200792,14/10/2022,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,148,Hoop US Lager rvs 20L,"Bier in RVS fust, Kern",10,Hoop US Lager,200.0
202200792,14/10/2022,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",3,Hoop Bleke Nelis,60.0
202200794,12/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,6,Hoop Bleke Nelis,11.88
202200795,19/10/2022,435,Monnik Dranken,Monnik Dranken,Distributeurs,Dennis de Leeuw,Nederland,OLDENZAAL,Korting 25%,220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,82,Hoop Bleke Nelis,135.3
202200796,12/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202200797,12/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6
202200797,12/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,4,Hoop Kaper Tropical - Summer Session IPA,7.92
202200799,12/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6
202200800,14/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,6,Hoop Kaper Tropical - Summer Session IPA,11.88
202200801,14/10/2022,21,Slijterij Saendyck,Slijterij Saendyck,"Retail, Slijterij, Zaanstreek",,Nederland,ZAANDIJK,Korting 12%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202200802,12/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202200802,12/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202200805,12/10/2022,9,Café Swart B.V.,Café Swart B.V.,"Café, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",2,Hoop Bleke Nelis,40.0
202200807,17/10/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98
202200807,17/10/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98
202200807,17/10/2022,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,5,Hoop Bleke Nelis,8.25
202200808,19/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6
202200809,19/10/2022,271,Restaurant De Kraai B.V.,Restaurant De Kraai B.V.,"Restaurant, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202200809,19/10/2022,271,Restaurant De Kraai B.V.,Restaurant De Kraai B.V.,"Restaurant, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65
202200812,21/10/2022,323,Cafe de Slager,Cafe de Slager,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",3,Hoop Bleke Nelis,60.0
202200813,21/10/2022,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202200815,24/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202200815,24/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202200815,24/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98
202200816,24/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,220,Hoop Cadeauset 5x 5 fles Holiday Cheers,Cadeauset,6,Hoop Bleke Nelis,9.9
202200817,24/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,10,Hoop Kaper Tropical - Summer Session IPA,19.8
202200818,24/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202200818,24/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202200819,24/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65
202200819,24/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98
202200819,24/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98
202200820,24/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202200822,24/10/2022,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65
202200823,24/10/2022,333,VVV Zaanstore,VVV Zaanstore,"Retail, Zaanstreek",Sjors Sombroek,Nederland,Zaandam,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",3,Hoop Bleke Nelis,11.88
202200827,28/10/2022,190,Beer in a Box B.V.,Beer in a Box B.V.,Webshop,Dennis de Leeuw,Nederland,ALKMAAR,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",18,Hoop Bleke Nelis,71.28
202200827,28/10/2022,190,Beer in a Box B.V.,Beer in a Box B.V.,Webshop,Dennis de Leeuw,Nederland,ALKMAAR,Korting 15%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",10,Hoop Kaper Tropical - Summer Session IPA,39.6
202200828,17/10/2022,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
