week,beer,container,forecast_liters
2027-01-11,Hoop Bleke Nelis,Keg 50L,2.8327417784636908e-05
2027-01-18,Hoop Bleke Nelis,Keg 50L,2.8327417784636908e-05
2027-01-25,Hoop Bleke Nelis,Keg 50L,2.8327417784636908e-05
2027-02-01,Hoop Bleke Nelis,Keg 50L,2.8327417784636908e-05
2027-02-08,Hoop Bleke Nelis,Keg 50L,2.8327417784636908e-05
2026-02-16,Hoop Bleke Nelis,Other,19.19251315718132
2026-02-23,Hoop Bleke Nelis,Other,34.000282509516616
2026-03-02,Hoop Bleke Nelis,Other,18.24218931291223
2026-03-09,Hoop Bleke Nelis,Other,50.56920370956336
2026-03-16,Hoop Bleke Nelis,Other,33.08089033224665
2026-03-23,Hoop Bleke Nelis,Other,15.304187117236408
2026-03-30,Hoop Bleke Nelis,Other,11.336368917860442
2026-04-06,Hoop Bleke Nelis,Other,5.336300870318433
2026-04-13,Hoop Bleke Nelis,Other,9.078841440714427
2026-04-20,Hoop Bleke Nelis,Other,15.492502323235188
2026-04-27,Hoop Bleke Nelis,Other,15.11672018162011
2026-05-04,Hoop Bleke Nelis,Other,10.159134024314739
2026-05-11,Hoop Bleke Nelis,Other,9.296714507371771
2026-05-18,Hoop Bleke Nelis,Other,27.230391448466616
2026-05-25,Hoop Bleke Nelis,Other,27.94946473717237
2026-06-01,Hoop Bleke Nelis,Other,56.48803880495664
2026-06-08,Hoop Bleke Nelis,Other,21.506378807647557
2026-06-15,Hoop Bleke Nelis,Other,28.547125628867192
2026-06-22,Hoop Bleke Nelis,Other,26.72859611388908
2026-06-29,Hoop Bleke Nelis,Other,10.03287938848488
2026-07-06,Hoop Bleke Nelis,Other,11.008902223571928
2026-07-13,Hoop Bleke Nelis,Other,10.305888745146792
2026-07-20,Hoop Bleke Nelis,Other,20.52091108981103
2026-07-27,Hoop Bleke Nelis,Other,34.449390469506696
2026-08-03,Hoop Bleke Nelis,Other,27.90238136242363
2026-08-10,Hoop Bleke Nelis,Other,13.375791520061881
2026-08-17,Hoop Bleke Nelis,Other,7.3080893193165
2026-08-24,Hoop Bleke Nelis,Other,32.088106949272
2026-08-31,Hoop Bleke Nelis,Other,12.985842718721054
2026-09-07,Hoop Bleke Nelis,Other,22.852516716605987
2026-09-14,Hoop Bleke Nelis,Other,21.150250485229027
2026-09-21,Hoop Bleke Nelis,Other,10.179672995670005
2026-09-28,Hoop Bleke Nelis,Other,14.144384669132567
2026-10-05,Hoop Bleke Nelis,Other,8.720140593915424
2026-10-12,Hoop Bleke Nelis,Other,10.137168729611595
2026-10-19,Hoop Bleke Nelis,Other,16.985880625041116
2026-10-26,Hoop Bleke Nelis,Other,20.722168212772676
2026-11-02,Hoop Bleke Nelis,Other,24.088332419896254
2026-11-09,Hoop Bleke Nelis,Other,30.999839177517163
2026-11-16,Hoop Bleke Nelis,Other,31.075274709539354
2026-11-23,Hoop Bleke Nelis,Other,19.439527374218606
2026-11-30,Hoop Bleke Nelis,Other,29.606743572558525
2026-12-07,Hoop Bleke Nelis,Other,34.29698989285357
2026-12-14,Hoop Bleke Nelis,Other,21.247747149230737
2026-12-21,Hoop Bleke Nelis,Other,16.484754072785748
2026-12-28,Hoop Bleke Nelis,Other,14.053171201695385
2027-01-04,Hoop Bleke Nelis,Other,5.457835334661275
2027-01-11,Hoop Bleke Nelis,Other,12.499366800634833
2027-01-18,Hoop Bleke Nelis,Other,11.854124108720224
2027-01-25,Hoop Bleke Nelis,Other,12.305819892927309
2027-02-01,Hoop Bleke Nelis,Other,8.07815458616633
2027-02-08,Hoop Bleke Nelis,Other,46.47876047013254
2026-02-16,Hoop Kaper Tropical IPA,Bottle 33cl,17.341836095049615
2026-02-23,Hoop Kaper Tropical IPA,Bottle 33cl,15.41575122626847
2026-03-02,Hoop Kaper Tropical IPA,Bottle 33cl,16.35996646595374
2026-03-09,Hoop Kaper Tropical IPA,Bottle 33cl,16.930318754676204
2026-03-16,Hoop Kaper Tropical IPA,Bottle 33cl,27.6658752781928
2026-03-23,Hoop Kaper Tropical IPA,Bottle 33cl,20.980144783057735
2026-03-30,Hoop Kaper Tropical IPA,Bottle 33cl,22.006373549855304
2026-04-06,Hoop Kaper Tropical IPA,Bottle 33cl,20.202133415794663
2026-04-13,Hoop Kaper Tropical IPA,Bottle 33cl,51.59375161200165
2026-04-20,Hoop Kaper Tropical IPA,Bottle 33cl,24.325442812428637
2026-04-27,Hoop Kaper Tropical IPA,Bottle 33cl,29.54867245906953
2026-05-04,Hoop Kaper Tropical IPA,Bottle 33cl,52.56280373149312
2026-05-11,Hoop Kaper Tropical IPA,Bottle 33cl,71.87794910809663
2026-05-18,Hoop Kaper Tropical IPA,Bottle 33cl,33.8356520519559
2026-05-25,Hoop Kaper Tropical IPA,Bottle 33cl,53.91870545659672
2026-06-01,Hoop Kaper Tropical IPA,Bottle 33cl,62.04959103719635
2026-06-08,Hoop Kaper Tropical IPA,Bottle 33cl,79.16748505600263
2026-06-15,Hoop Kaper Tropical IPA,Bottle 33cl,33.929579294642714
